year,country_of_birth,visa_subclass,visa_category,settlement_state,processing_days
2016,India,820 Partner Temp,Family,VIC,43
2015,India,500 Student,Student,VIC,386
2018,India,485 Temp Graduate,Temporary,WA,420
2018,NZ,190 Skilled Nom,Skilled,WA,30
2020,India,820 Partner Temp,Family,QLD,537
2018,USA,202 Global Special,Humanitarian,VIC,149
2023,Pakistan,500 Student,Student,WA,215
2016,China,500 Student,Student,NSW,273
2023,India,500 Student,Student,QLD,404
2020,Germany,491 Skilled Regional,Skilled,VIC,160
2017,NZ,820 Partner Temp,Family,SA,328
2023,Pakistan,485 Temp Graduate,Temporary,NSW,129
2020,Germany,482 Temp Skill,Temporary,NSW,260
2016,China,189 Skilled Indep,Skilled,NSW,349
2023,China,189 Skilled Indep,Skilled,NSW,637
2017,India,200 Refugee,Humanitarian,NSW,128
2021,UK,801 Partner Perm,Family,ACT,195
2022,India,190 Skilled Nom,Skilled,SA,727
2022,Germany,500 Student,Student,QLD,558
2022,India,500 Student,Student,SA,112
2023,Pakistan,500 Student,Student,SA,89
2022,Philippines,200 Refugee,Humanitarian,NSW,524
2016,UK,143 Parent,Family,QLD,36
2020,India,485 Temp Graduate,Temporary,NSW,297
2019,India,820 Partner Temp,Family,SA,521
2016,India,400 Temp Work,Temporary,VIC,620
2019,China,400 Temp Work,Temporary,NSW,703
2022,Pakistan,500 Student,Student,NSW,414
2019,Sri Lanka,485 Temp Graduate,Temporary,NSW,684
2018,UK,820 Partner Temp,Family,NSW,224
2019,UK,500 Student,Student,VIC,359
2021,China,500 Student,Student,VIC,504
2022,Bangladesh,482 Temp Skill,Temporary,NSW,420
2023,Philippines,189 Skilled Indep,Skilled,WA,290
2017,Pakistan,482 Temp Skill,Temporary,QLD,91
2017,India,482 Temp Skill,Temporary,QLD,186
2018,Nepal,190 Skilled Nom,Skilled,QLD,196
2023,India,189 Skilled Indep,Skilled,NSW,447
2023,India,801 Partner Perm,Family,NSW,142
2018,Germany,500 Student,Student,QLD,102
2023,Philippines,189 Skilled Indep,Skilled,WA,708
2020,NZ,485 Temp Graduate,Temporary,WA,394
2024,India,202 Global Special,Humanitarian,NSW,408
2021,Pakistan,485 Temp Graduate,Temporary,VIC,533
2023,India,500 Student,Student,NSW,711
2020,India,143 Parent,Family,QLD,328
2018,India,500 Student,Student,VIC,79
2023,South Korea,190 Skilled Nom,Skilled,QLD,42
2018,Sri Lanka,482 Temp Skill,Temporary,QLD,563
2022,India,485 Temp Graduate,Temporary,QLD,229
2020,Malaysia,485 Temp Graduate,Temporary,VIC,231
2018,China,482 Temp Skill,Temporary,VIC,360
2019,Philippines,482 Temp Skill,Temporary,VIC,236
2023,India,485 Temp Graduate,Temporary,VIC,209
2017,Pakistan,482 Temp Skill,Temporary,WA,470
2015,India,485 Temp Graduate,Temporary,NSW,402
2023,Germany,190 Skilled Nom,Skilled,NSW,203
2016,India,500 Student,Student,WA,335
2017,China,500 Student,Student,NSW,356
2019,India,500 Student,Student,VIC,478
2022,India,820 Partner Temp,Family,NSW,657
2024,Pakistan,485 Temp Graduate,Temporary,NSW,304
2016,Nepal,801 Partner Perm,Family,NSW,615
2017,UK,485 Temp Graduate,Temporary,VIC,516
2024,Philippines,143 Parent,Family,WA,83
2021,India,482 Temp Skill,Temporary,QLD,110
2023,UK,189 Skilled Indep,Skilled,QLD,630
2018,Pakistan,500 Student,Student,NSW,490
2017,Pakistan,485 Temp Graduate,Temporary,NSW,558
2023,India,482 Temp Skill,Temporary,QLD,588
2017,India,485 Temp Graduate,Temporary,NSW,139
2017,Pakistan,200 Refugee,Humanitarian,WA,508
2018,UK,485 Temp Graduate,Temporary,QLD,415
2018,Nepal,189 Skilled Indep,Skilled,NSW,394
2016,Philippines,400 Temp Work,Temporary,VIC,290
2017,Bangladesh,500 Student,Student,NSW,656
2016,Germany,485 Temp Graduate,Temporary,NSW,538
2020,China,485 Temp Graduate,Temporary,NSW,151
2022,India,482 Temp Skill,Temporary,QLD,296
2020,Germany,400 Temp Work,Temporary,VIC,237
2015,India,482 Temp Skill,Temporary,VIC,35
2021,India,200 Refugee,Humanitarian,VIC,38
2022,Pakistan,190 Skilled Nom,Skilled,VIC,431
2016,UK,482 Temp Skill,Temporary,QLD,610
2019,Philippines,820 Partner Temp,Family,WA,285
2024,Nepal,485 Temp Graduate,Temporary,VIC,332
2023,China,801 Partner Perm,Family,NSW,73
2019,China,801 Partner Perm,Family,TAS,431
2017,Pakistan,485 Temp Graduate,Temporary,NSW,464
2016,Bangladesh,482 Temp Skill,Temporary,NSW,699
2015,India,400 Temp Work,Temporary,NSW,255
2017,China,400 Temp Work,Temporary,VIC,583
2019,China,485 Temp Graduate,Temporary,VIC,232
2019,China,482 Temp Skill,Temporary,VIC,645
2016,UK,482 Temp Skill,Temporary,VIC,489
2019,India,202 Global Special,Humanitarian,WA,621
2019,Pakistan,500 Student,Student,NSW,477
2023,Pakistan,820 Partner Temp,Family,VIC,46
2024,India,485 Temp Graduate,Temporary,WA,591
2024,China,485 Temp Graduate,Temporary,VIC,115
2019,Pakistan,485 Temp Graduate,Temporary,WA,614
2023,Pakistan,400 Temp Work,Temporary,VIC,291
2021,India,485 Temp Graduate,Temporary,VIC,147
2016,China,485 Temp Graduate,Temporary,QLD,452
2015,China,189 Skilled Indep,Skilled,VIC,166
2021,Pakistan,485 Temp Graduate,Temporary,VIC,543
2022,India,500 Student,Student,NSW,429
2021,Nepal,485 Temp Graduate,Temporary,NSW,309
2019,Philippines,500 Student,Student,VIC,534
2021,South Korea,400 Temp Work,Temporary,VIC,54
2021,USA,485 Temp Graduate,Temporary,QLD,381
2022,Pakistan,485 Temp Graduate,Temporary,SA,564
2016,UK,500 Student,Student,ACT,559
2019,India,200 Refugee,Humanitarian,QLD,300
2018,China,485 Temp Graduate,Temporary,VIC,658
2019,India,485 Temp Graduate,Temporary,WA,636
2018,India,400 Temp Work,Temporary,QLD,562
2015,India,143 Parent,Family,WA,48
2022,Pakistan,820 Partner Temp,Family,NSW,575
2020,Indonesia,820 Partner Temp,Family,WA,320
2023,USA,482 Temp Skill,Temporary,VIC,710
2015,Philippines,485 Temp Graduate,Temporary,VIC,231
2016,UK,482 Temp Skill,Temporary,VIC,559
2016,UK,485 Temp Graduate,Temporary,NSW,265
2023,Vietnam,190 Skilled Nom,Skilled,VIC,703
2020,China,500 Student,Student,TAS,436
2022,India,500 Student,Student,VIC,445
2015,Nepal,482 Temp Skill,Temporary,QLD,716
2022,India,189 Skilled Indep,Skilled,NSW,269
2015,USA,485 Temp Graduate,Temporary,NSW,701
2023,India,190 Skilled Nom,Skilled,VIC,504
2020,Philippines,485 Temp Graduate,Temporary,VIC,378
2024,Germany,500 Student,Student,NSW,241
2021,Philippines,485 Temp Graduate,Temporary,VIC,94
2021,India,189 Skilled Indep,Skilled,VIC,637
2016,UK,485 Temp Graduate,Temporary,QLD,606
2021,Sri Lanka,482 Temp Skill,Temporary,TAS,639
2022,India,801 Partner Perm,Family,VIC,691
2021,Sri Lanka,482 Temp Skill,Temporary,SA,115
2022,Vietnam,189 Skilled Indep,Skilled,VIC,706
2023,India,820 Partner Temp,Family,NSW,534
2022,India,500 Student,Student,WA,34
2021,China,482 Temp Skill,Temporary,NSW,690
2020,Nepal,820 Partner Temp,Family,SA,660
2019,NZ,190 Skilled Nom,Skilled,SA,468
2022,India,491 Skilled Regional,Skilled,VIC,384
2023,Nepal,202 Global Special,Humanitarian,NSW,320
2022,India,189 Skilled Indep,Skilled,NSW,521
2016,Pakistan,500 Student,Student,WA,680
2017,Germany,200 Refugee,Humanitarian,VIC,256
2021,India,500 Student,Student,NSW,102
2021,USA,485 Temp Graduate,Temporary,NSW,196
2023,Pakistan,190 Skilled Nom,Skilled,WA,56
2024,China,500 Student,Student,NSW,133
2023,Nepal,143 Parent,Family,NSW,284
2021,South Korea,485 Temp Graduate,Temporary,NSW,449
2022,India,491 Skilled Regional,Skilled,VIC,671
2023,Malaysia,400 Temp Work,Temporary,VIC,672
2016,Pakistan,820 Partner Temp,Family,NSW,381
2018,China,491 Skilled Regional,Skilled,VIC,277
2015,India,482 Temp Skill,Temporary,NSW,112
2021,India,482 Temp Skill,Temporary,NSW,354
2023,India,482 Temp Skill,Temporary,VIC,656
2015,Philippines,485 Temp Graduate,Temporary,VIC,378
2016,USA,202 Global Special,Humanitarian,VIC,394
2017,China,485 Temp Graduate,Temporary,VIC,600
2022,Pakistan,820 Partner Temp,Family,NSW,371
2018,Sri Lanka,500 Student,Student,QLD,556
2017,China,801 Partner Perm,Family,NSW,328
2018,Vietnam,500 Student,Student,WA,254
2017,Vietnam,500 Student,Student,NSW,220
2017,Vietnam,801 Partner Perm,Family,VIC,232
2021,Sri Lanka,202 Global Special,Humanitarian,NSW,132
2022,UK,482 Temp Skill,Temporary,WA,471
2017,China,400 Temp Work,Temporary,QLD,137
2020,India,500 Student,Student,SA,249
2015,Germany,500 Student,Student,WA,710
2024,USA,190 Skilled Nom,Skilled,VIC,594
2016,India,190 Skilled Nom,Skilled,SA,471
2020,India,485 Temp Graduate,Temporary,QLD,623
2024,South Korea,801 Partner Perm,Family,QLD,208
2018,China,482 Temp Skill,Temporary,VIC,586
2017,UK,400 Temp Work,Temporary,QLD,679
2022,Nepal,500 Student,Student,NSW,193
2019,India,491 Skilled Regional,Skilled,WA,582
2017,Sri Lanka,500 Student,Student,WA,327
2021,India,500 Student,Student,VIC,437
2023,India,189 Skilled Indep,Skilled,NSW,452
2021,India,485 Temp Graduate,Temporary,VIC,665
2017,China,482 Temp Skill,Temporary,QLD,553
2021,Philippines,482 Temp Skill,Temporary,SA,619
2024,China,482 Temp Skill,Temporary,NSW,66
2017,India,485 Temp Graduate,Temporary,NSW,121
2021,Indonesia,190 Skilled Nom,Skilled,NSW,216
2019,Philippines,189 Skilled Indep,Skilled,NSW,282
2021,UK,485 Temp Graduate,Temporary,NSW,163
2016,India,500 Student,Student,VIC,374
2017,China,500 Student,Student,WA,519
2018,India,500 Student,Student,QLD,689
2023,Philippines,500 Student,Student,VIC,215
2018,Philippines,190 Skilled Nom,Skilled,VIC,641
2018,Pakistan,200 Refugee,Humanitarian,NSW,369
2022,China,485 Temp Graduate,Temporary,VIC,442
2016,Germany,801 Partner Perm,Family,SA,717
2018,Germany,202 Global Special,Humanitarian,NSW,51
2020,Pakistan,500 Student,Student,QLD,132
2018,Bangladesh,500 Student,Student,NSW,166
2021,Nepal,500 Student,Student,VIC,88
2021,UK,482 Temp Skill,Temporary,NSW,279
2016,China,202 Global Special,Humanitarian,VIC,630
2016,Bangladesh,482 Temp Skill,Temporary,SA,42
2022,India,485 Temp Graduate,Temporary,NSW,554
2018,Pakistan,500 Student,Student,VIC,52
2016,India,500 Student,Student,SA,559
2015,Germany,189 Skilled Indep,Skilled,NSW,230
2018,Bangladesh,485 Temp Graduate,Temporary,NSW,128
2023,China,190 Skilled Nom,Skilled,NSW,349
2017,India,485 Temp Graduate,Temporary,VIC,727
2024,Philippines,500 Student,Student,VIC,206
2015,USA,189 Skilled Indep,Skilled,NSW,553
2021,China,485 Temp Graduate,Temporary,WA,156
2022,India,485 Temp Graduate,Temporary,TAS,194
2020,India,500 Student,Student,ACT,156
2017,India,491 Skilled Regional,Skilled,QLD,644
2018,India,482 Temp Skill,Temporary,SA,265
2020,China,190 Skilled Nom,Skilled,VIC,522
2023,Pakistan,500 Student,Student,VIC,97
2018,India,482 Temp Skill,Temporary,ACT,258
2018,China,485 Temp Graduate,Temporary,WA,127
2018,China,485 Temp Graduate,Temporary,QLD,664
2024,India,143 Parent,Family,VIC,34
2017,NZ,482 Temp Skill,Temporary,NSW,720
2016,Pakistan,400 Temp Work,Temporary,WA,643
2023,Philippines,400 Temp Work,Temporary,TAS,459
2016,China,820 Partner Temp,Family,WA,466
2023,China,500 Student,Student,SA,689
2021,Nepal,500 Student,Student,ACT,304
2024,India,400 Temp Work,Temporary,NSW,656
2018,Pakistan,189 Skilled Indep,Skilled,VIC,224
2023,India,485 Temp Graduate,Temporary,WA,292
2015,Philippines,189 Skilled Indep,Skilled,SA,463
2022,Nepal,485 Temp Graduate,Temporary,NSW,502
2018,Philippines,801 Partner Perm,Family,VIC,498
2019,South Korea,200 Refugee,Humanitarian,QLD,470
2022,Philippines,485 Temp Graduate,Temporary,VIC,259
2021,Indonesia,190 Skilled Nom,Skilled,NSW,176
2019,China,820 Partner Temp,Family,WA,342
2017,UK,485 Temp Graduate,Temporary,NSW,54
2022,India,482 Temp Skill,Temporary,NSW,675
2019,Philippines,143 Parent,Family,QLD,296
2017,Nepal,482 Temp Skill,Temporary,VIC,234
2018,Nepal,482 Temp Skill,Temporary,NSW,197
2022,Philippines,482 Temp Skill,Temporary,NSW,388
2015,India,500 Student,Student,VIC,219
2018,UK,190 Skilled Nom,Skilled,NSW,431
2022,India,500 Student,Student,QLD,663
2021,USA,482 Temp Skill,Temporary,NSW,284
2019,China,491 Skilled Regional,Skilled,QLD,502
2016,China,491 Skilled Regional,Skilled,VIC,475
2015,Philippines,143 Parent,Family,VIC,684
2018,Nepal,190 Skilled Nom,Skilled,VIC,60
2022,India,400 Temp Work,Temporary,NSW,432
2017,Germany,190 Skilled Nom,Skilled,WA,709
2023,NZ,485 Temp Graduate,Temporary,VIC,413
2021,UK,482 Temp Skill,Temporary,WA,325
2019,China,200 Refugee,Humanitarian,QLD,461
2022,China,500 Student,Student,VIC,566
2017,India,491 Skilled Regional,Skilled,QLD,229
2023,Germany,189 Skilled Indep,Skilled,WA,212
2018,India,485 Temp Graduate,Temporary,NSW,565
2015,China,485 Temp Graduate,Temporary,NSW,512
2024,Philippines,485 Temp Graduate,Temporary,VIC,367
2019,USA,500 Student,Student,ACT,487
2023,UK,189 Skilled Indep,Skilled,QLD,665
2016,India,485 Temp Graduate,Temporary,NSW,52
2017,China,190 Skilled Nom,Skilled,WA,498
2019,South Korea,485 Temp Graduate,Temporary,SA,534
2023,Sri Lanka,500 Student,Student,NSW,602
2016,China,143 Parent,Family,VIC,371
2020,Pakistan,482 Temp Skill,Temporary,SA,401
2022,Pakistan,485 Temp Graduate,Temporary,VIC,227
2018,China,189 Skilled Indep,Skilled,NSW,415
2019,Malaysia,485 Temp Graduate,Temporary,QLD,503
2024,Sri Lanka,482 Temp Skill,Temporary,WA,437
2020,NZ,482 Temp Skill,Temporary,WA,55
2022,Indonesia,500 Student,Student,VIC,83
2022,Sri Lanka,491 Skilled Regional,Skilled,WA,109
2023,Philippines,491 Skilled Regional,Skilled,WA,330
2018,Germany,485 Temp Graduate,Temporary,VIC,726
2020,Sri Lanka,189 Skilled Indep,Skilled,NSW,685
2017,Vietnam,500 Student,Student,SA,66
2018,Pakistan,485 Temp Graduate,Temporary,VIC,418
2023,China,143 Parent,Family,SA,727
2024,Nepal,820 Partner Temp,Family,VIC,608
2018,India,485 Temp Graduate,Temporary,QLD,407
2022,Indonesia,500 Student,Student,VIC,591
2020,China,820 Partner Temp,Family,NSW,473
2022,India,500 Student,Student,NSW,142
2018,India,500 Student,Student,ACT,82
2018,China,820 Partner Temp,Family,NSW,391
2017,India,189 Skilled Indep,Skilled,VIC,415
2020,India,500 Student,Student,QLD,691
2015,India,190 Skilled Nom,Skilled,QLD,392
2023,Pakistan,485 Temp Graduate,Temporary,QLD,188
2017,China,190 Skilled Nom,Skilled,WA,321
2021,Sri Lanka,500 Student,Student,QLD,411
2020,India,190 Skilled Nom,Skilled,NSW,283
2018,Germany,400 Temp Work,Temporary,NSW,65
2024,Philippines,190 Skilled Nom,Skilled,VIC,569
2023,China,482 Temp Skill,Temporary,VIC,242
2022,Pakistan,485 Temp Graduate,Temporary,SA,308
2016,Bangladesh,482 Temp Skill,Temporary,VIC,648
2019,India,400 Temp Work,Temporary,NSW,225
2021,China,400 Temp Work,Temporary,VIC,464
2016,India,200 Refugee,Humanitarian,NSW,536
2022,South Korea,485 Temp Graduate,Temporary,QLD,642
2023,Pakistan,491 Skilled Regional,Skilled,ACT,80
2024,NZ,143 Parent,Family,SA,153
2020,Vietnam,482 Temp Skill,Temporary,QLD,89
2015,India,482 Temp Skill,Temporary,VIC,304
2017,South Korea,190 Skilled Nom,Skilled,NSW,245
2023,Germany,500 Student,Student,TAS,265
2016,India,820 Partner Temp,Family,NSW,434
2021,Sri Lanka,482 Temp Skill,Temporary,VIC,221
2021,Nepal,485 Temp Graduate,Temporary,TAS,181
2019,India,143 Parent,Family,NSW,637
2022,India,485 Temp Graduate,Temporary,VIC,690
2016,USA,801 Partner Perm,Family,VIC,345
2021,Nepal,485 Temp Graduate,Temporary,VIC,365
2018,Nepal,500 Student,Student,NSW,553
2023,Nepal,482 Temp Skill,Temporary,VIC,414
2018,India,801 Partner Perm,Family,NSW,94
2016,India,500 Student,Student,WA,393
2018,China,400 Temp Work,Temporary,VIC,182
2020,Nepal,500 Student,Student,VIC,508
2015,Nepal,190 Skilled Nom,Skilled,VIC,97
2023,Philippines,190 Skilled Nom,Skilled,NSW,278
2021,India,485 Temp Graduate,Temporary,QLD,384
2018,Nepal,820 Partner Temp,Family,NSW,413
2021,India,485 Temp Graduate,Temporary,NSW,316
2024,China,200 Refugee,Humanitarian,NSW,80
2021,India,143 Parent,Family,VIC,559
2018,Nepal,400 Temp Work,Temporary,NSW,533
2022,Vietnam,485 Temp Graduate,Temporary,QLD,152
2022,Pakistan,143 Parent,Family,VIC,689
2022,Nepal,190 Skilled Nom,Skilled,WA,251
2017,Germany,801 Partner Perm,Family,QLD,413
2015,South Korea,500 Student,Student,WA,627
2018,Nepal,482 Temp Skill,Temporary,VIC,706
2019,China,500 Student,Student,WA,240
2023,China,500 Student,Student,QLD,308
2015,India,202 Global Special,Humanitarian,NSW,515
2023,China,482 Temp Skill,Temporary,QLD,229
2015,China,400 Temp Work,Temporary,VIC,636
2018,Bangladesh,500 Student,Student,WA,515
2018,UK,482 Temp Skill,Temporary,ACT,439
2024,India,485 Temp Graduate,Temporary,QLD,381
2024,Malaysia,500 Student,Student,VIC,537
2015,India,190 Skilled Nom,Skilled,QLD,626
2017,Germany,500 Student,Student,NSW,259
2019,Philippines,482 Temp Skill,Temporary,SA,394
2017,India,500 Student,Student,WA,689
2024,Nepal,491 Skilled Regional,Skilled,NSW,404
2021,UK,482 Temp Skill,Temporary,VIC,41
2018,India,500 Student,Student,QLD,532
2021,Sri Lanka,485 Temp Graduate,Temporary,VIC,718
2022,China,200 Refugee,Humanitarian,VIC,264
2023,Philippines,485 Temp Graduate,Temporary,NSW,200
2023,Germany,485 Temp Graduate,Temporary,NSW,423
2019,UK,491 Skilled Regional,Skilled,VIC,492
2022,Philippines,200 Refugee,Humanitarian,NSW,380
2024,USA,500 Student,Student,QLD,301
2020,China,500 Student,Student,QLD,130
2022,Vietnam,820 Partner Temp,Family,VIC,463
2019,China,500 Student,Student,VIC,541
2018,NZ,485 Temp Graduate,Temporary,WA,190
2017,UK,820 Partner Temp,Family,NSW,567
2016,Philippines,485 Temp Graduate,Temporary,QLD,444
2018,USA,801 Partner Perm,Family,VIC,376
2018,Nepal,190 Skilled Nom,Skilled,NSW,453
2021,India,189 Skilled Indep,Skilled,WA,136
2022,China,500 Student,Student,VIC,639
2022,India,491 Skilled Regional,Skilled,NSW,691
2022,Pakistan,143 Parent,Family,NSW,232
2021,UK,801 Partner Perm,Family,VIC,263
2020,Malaysia,485 Temp Graduate,Temporary,QLD,704
2021,UK,189 Skilled Indep,Skilled,VIC,121
2022,Pakistan,143 Parent,Family,NSW,263
2023,Bangladesh,485 Temp Graduate,Temporary,QLD,570
2017,Bangladesh,485 Temp Graduate,Temporary,NSW,526
2023,India,485 Temp Graduate,Temporary,VIC,559
2017,Germany,482 Temp Skill,Temporary,VIC,104
2015,Nepal,482 Temp Skill,Temporary,NSW,241
2022,UK,482 Temp Skill,Temporary,SA,315
2017,Nepal,500 Student,Student,VIC,559
2023,Nepal,485 Temp Graduate,Temporary,VIC,193
2018,India,500 Student,Student,ACT,176
2018,Pakistan,500 Student,Student,NSW,431
2023,Philippines,202 Global Special,Humanitarian,NSW,559
2022,South Korea,190 Skilled Nom,Skilled,VIC,281
2015,India,801 Partner Perm,Family,VIC,280
2024,South Korea,202 Global Special,Humanitarian,VIC,194
2017,Philippines,485 Temp Graduate,Temporary,VIC,222
2021,Vietnam,190 Skilled Nom,Skilled,QLD,433
2024,South Korea,820 Partner Temp,Family,VIC,669
2023,Pakistan,485 Temp Graduate,Temporary,QLD,260
2019,South Korea,485 Temp Graduate,Temporary,VIC,147
2024,UK,801 Partner Perm,Family,VIC,86
2022,Nepal,485 Temp Graduate,Temporary,NSW,257
2017,China,820 Partner Temp,Family,NSW,372
2024,Philippines,801 Partner Perm,Family,TAS,330
2021,Indonesia,500 Student,Student,NSW,53
2018,China,190 Skilled Nom,Skilled,NSW,484
2019,South Korea,801 Partner Perm,Family,QLD,579
2017,China,482 Temp Skill,Temporary,NSW,663
2021,UK,482 Temp Skill,Temporary,VIC,145
2021,India,500 Student,Student,SA,299
2016,Sri Lanka,485 Temp Graduate,Temporary,VIC,88
2018,Vietnam,500 Student,Student,ACT,486
2017,South Korea,143 Parent,Family,NSW,618
2023,Pakistan,143 Parent,Family,NSW,490
2017,NZ,485 Temp Graduate,Temporary,QLD,570
2021,Nepal,500 Student,Student,ACT,328
2021,India,200 Refugee,Humanitarian,WA,58
2021,India,485 Temp Graduate,Temporary,ACT,476
2018,Sri Lanka,820 Partner Temp,Family,VIC,138
2017,Nepal,485 Temp Graduate,Temporary,VIC,154
2015,China,500 Student,Student,QLD,629
2017,Indonesia,189 Skilled Indep,Skilled,QLD,106
2023,Nepal,143 Parent,Family,NSW,567
2017,NZ,482 Temp Skill,Temporary,VIC,560
2020,UK,485 Temp Graduate,Temporary,TAS,453
2017,UK,500 Student,Student,VIC,393
2015,UK,482 Temp Skill,Temporary,QLD,463
2019,NZ,189 Skilled Indep,Skilled,VIC,515
2024,China,491 Skilled Regional,Skilled,QLD,140
2018,India,202 Global Special,Humanitarian,VIC,31
2018,UK,500 Student,Student,VIC,532
2021,Pakistan,143 Parent,Family,NSW,193
2018,Germany,801 Partner Perm,Family,QLD,565
2017,China,500 Student,Student,QLD,440
2018,China,485 Temp Graduate,Temporary,VIC,306
2023,China,500 Student,Student,NSW,420
2016,Philippines,801 Partner Perm,Family,VIC,529
2016,China,485 Temp Graduate,Temporary,NSW,93
2022,China,485 Temp Graduate,Temporary,WA,728
2016,Bangladesh,500 Student,Student,NSW,368
2016,Sri Lanka,400 Temp Work,Temporary,QLD,701
2017,Pakistan,500 Student,Student,VIC,268
2023,India,400 Temp Work,Temporary,NSW,657
2024,China,500 Student,Student,WA,308
2024,Nepal,189 Skilled Indep,Skilled,QLD,464
2018,China,500 Student,Student,QLD,527
2023,NZ,202 Global Special,Humanitarian,VIC,325
2015,Vietnam,820 Partner Temp,Family,WA,428
2019,UK,400 Temp Work,Temporary,NSW,163
2020,UK,482 Temp Skill,Temporary,NSW,236
2019,China,820 Partner Temp,Family,VIC,554
2024,Vietnam,482 Temp Skill,Temporary,WA,282
2022,Pakistan,482 Temp Skill,Temporary,SA,106
2019,Nepal,482 Temp Skill,Temporary,VIC,695
2022,Nepal,143 Parent,Family,QLD,132
2022,India,202 Global Special,Humanitarian,VIC,272
